,Data,TMAX,TMIN,PRCP
8948,200407,-9999,114,83
8949,200408,-9999,-9999,0
8950,200409,-9999,154,10
8951,200410,-9999,-9999,55
8952,200411,293,177,0
8953,200412,-9999,112,0
8954,200501,-9999,-9999,0
8955,200502,326,-9999,0
8956,200503,-9999,-9999,3
8957,200504,-9999,80,0
8958,200505,-9999,-9999,0
8959,200506,-9999,116,100
8960,200507,-9999,-9999,0
8961,200508,-9999,-9999,0
8962,200509,-9999,-9999,0
8963,200510,-9999,131,0
8964,200511,319,-9999,0
8965,200512,310,-9999,0
8966,200601,311,-9999,40
8967,200602,-9999,-9999,0
8968,200603,362,116,55
8969,200604,350,-9999,245
8970,200605,-9999,-9999,30
8971,200606,-9999,127,0
8972,200607,-9999,-9999,126
8973,200608,-9999,-9999,0
8974,200609,-9999,-9999,0
8975,200610,-9999,-9999,0
8976,200611,-9999,-9999,0
8977,200701,-9999,-9999,0
8978,200702,-9999,-9999,130
8979,200703,346,-9999,25
8980,200704,-9999,109,40
8981,200705,343,121,245
8982,200706,-9999,120,0
8983,200707,-9999,-9999,0
8984,200708,311,156,0
8985,200709,-9999,150,0
8986,200710,-9999,-9999,0
8987,200711,-9999,-9999,0
8988,200712,-9999,-9999,0
8989,200801,-9999,-9999,0
8990,200802,-9999,-9999,0
8991,200803,365,-9999,75
8992,200804,-9999,-9999,45
8993,200806,-9999,-9999,400
8994,200807,287,-9999,125
8995,200808,-9999,135,0
8996,200809,333,-9999,0
8997,200810,-9999,168,0
8998,200901,-9999,-9999,0
8999,200902,-9999,-9999,0
9000,200903,-9999,174,0
9001,200904,-9999,-9999,0
9002,200905,-9999,-9999,75
9003,200907,-9999,-9999,0
9004,200908,-9999,-9999,225
9005,200909,-9999,-9999,0
9006,200910,-9999,-9999,0
9007,200911,-9999,166,0
9008,200912,282,-9999,0
9009,201001,-9999,-9999,0
9010,201002,-9999,138,0
9011,201003,-9999,-9999,0
9012,201004,-9999,148,0
9013,201005,-9999,-9999,0
9014,201006,280,-9999,10
9015,201007,-9999,-9999,0
9016,201008,-9999,-9999,55
9017,201010,-9999,-9999,275
9018,201011,-9999,-9999,0
9019,201012,-9999,-9999,175
9020,201101,-9999,-9999,10
9021,201102,312,-9999,35
9022,201103,-9999,-9999,0
9023,201104,-9999,-9999,0
9024,195504,320,135,0
9025,195505,330,-9999,0
9026,195506,290,-9999,25
9027,195507,230,-9999,0
9028,195508,250,-9999,0
9029,195509,260,-9999,75
9030,195510,180,175,20
9031,195511,260,-9999,0
9032,195512,240,-9999,0
9033,195601,240,-9999,0
9034,195602,290,-9999,0
9035,195603,280,-9999,0
9036,195604,320,-9999,210
9037,195605,280,134,0
9038,195606,250,-9999,30
9039,195607,250,-9999,55
9040,195608,250,160,20
9041,195609,250,190,0
9042,195610,270,160,420
9043,195612,260,150,0
9044,195701,260,130,0
9045,195702,240,140,0
9046,195703,290,140,0
9047,195704,330,160,0
9048,195705,330,110,0
9049,195706,280,70,0
9050,195707,270,130,71
9051,195708,260,150,0
9052,195710,260,170,20
9053,195711,290,140,45
9054,195712,250,150,0
9055,195801,230,140,0
9056,195802,260,130,0
9057,195803,310,140,51
9058,195804,320,140,0
9059,195805,270,140,0
9060,195806,210,120,0
9061,195807,270,130,0
9062,195808,260,150,0
9063,195809,270,170,5
9064,195810,270,180,34
9065,195811,270,170,124
9066,195812,190,150,0
9067,195901,260,160,0
9068,195902,280,140,0
9069,195903,270,150,0
9070,195904,240,100,-9999
9071,195905,290,110,-9999
9072,195906,260,140,-9999
9073,195907,260,150,-9999
9074,195908,280,190,-9999
9075,195909,260,120,0
9076,195910,240,110,-9999
9077,195911,270,160,-9999
9078,195912,240,150,-9999
9079,196001,260,170,-9999
9080,196002,260,160,-9999
9081,196003,270,160,-9999
9082,196004,310,100,-9999
9083,196005,330,140,-9999
9084,196006,310,140,-9999
9085,196007,270,140,0
9086,196008,270,150,-9999
9087,196009,280,160,-9999
9088,196010,280,160,0
9089,196011,270,150,0
9090,196012,260,160,-9999
9091,196101,250,150,-9999
9092,196102,270,170,5
9093,196103,300,160,-9999
9094,196104,330,100,-9999
9095,196105,320,130,-9999
9096,196106,290,130,0
9097,196107,280,150,0
9098,196108,270,190,0
9099,196109,220,190,198
9100,196110,250,200,0
9101,196111,220,170,0
9102,196112,260,170,-9999
9103,196201,260,160,-9999
9104,196202,270,170,0
9105,196203,310,130,0
9106,196204,240,130,-9999
9107,196209,230,120,-9999
9108,196210,310,130,0
9109,196211,250,160,170
9110,196212,300,160,279
9111,196301,290,150,0
9112,196302,230,130,0
9113,196303,250,170,-9999
9114,196305,230,150,0
9115,196308,260,160,0
9116,196309,270,140,-9999
9117,196310,280,150,-9999
9118,196311,190,120,0
9119,196312,145,130,0
9120,196402,260,150,61
9121,196403,280,160,20
9122,196404,290,110,-9999
9123,196405,290,165,201
9124,196406,220,140,13
9125,196407,250,120,0
9126,196408,270,130,0
9127,196409,245,130,0
9128,196410,235,110,0
9129,196411,250,180,0
9130,196412,250,140,0
9131,196501,245,160,-9999
9132,196505,280,160,15
9133,196506,210,160,3
9134,196507,260,130,531
9135,196508,235,110,61
9136,196509,260,140,36
9137,196510,250,150,0
9138,196511,250,160,0
9139,196512,250,170,3
9140,196601,250,150,0
9141,196602,250,155,0
9142,196603,265,160,0
9143,196604,275,150,0
9144,196605,320,145,-9999
9145,196606,270,90,122
9146,196607,240,125,0
9147,196608,255,100,0
9148,196609,255,170,0
9149,196610,250,170,0
9150,196611,244,150,0
9151,196612,246,155,544
9152,196701,260,160,0
9153,196702,284,160,0
9154,196703,272,130,0
9155,196704,290,130,0
9156,196705,316,110,0
9157,196706,272,130,10
9158,196707,282,140,0
9159,196708,274,160,58
9160,196709,272,185,76
9161,196710,261,175,241
9162,196711,252,160,0
9163,196712,221,160,0
9164,196801,224,160,0
9165,196802,260,160,0
9166,196803,270,100,0
9167,196804,320,118,-9999
9168,196805,280,120,76
9169,196806,283,130,-9999
9170,196807,250,122,216
9171,196808,260,182,211
9172,196809,280,188,0
9173,196810,264,164,0
9174,196811,263,164,0
9175,196812,240,171,0
9176,196901,244,157,0
9177,196902,272,118,0
9178,196903,223,152,0
9179,196904,322,140,0
9180,196905,324,122,3
9181,196906,312,110,277
9182,196907,272,130,51
9183,196908,240,170,0
9184,196909,264,182,66
9185,196910,250,174,0
9186,196911,280,134,0
9187,196912,236,150,0
9188,197001,234,164,0
9189,197002,260,152,0
9190,197003,297,140,0
9191,197004,322,123,0
9192,197005,286,122,13
9193,197006,280,140,0
9194,197007,257,150,168
9195,197008,284,170,0
9196,197009,273,190,0
9197,197010,264,190,20
9198,197011,273,172,0
9199,197012,290,164,0
9200,197101,280,170,0
9201,197102,290,160,0
9202,197106,242,172,0
9203,197107,273,117,0
9204,197108,260,102,0
9205,197109,265,152,46
9206,197110,240,158,363
9207,197111,240,178,122
9208,197112,235,190,30
9209,197201,220,160,-9999
9210,197202,250,165,0
9211,197203,270,162,-9999
9212,197204,285,152,0
9213,197205,305,120,0
9214,197206,235,124,-9999
9215,197207,240,140,-9999
9216,197208,260,113,-9999
9217,197209,230,133,231
9218,197210,250,174,-9999
9219,197211,260,160,0
9220,197212,240,163,102B
9221,197301,230,152,0
9222,197302,240,125,0
9223,197303,270,120,3
9224,197304,290,115,0
9225,197305,255,100,0
9226,197306,250,100,0
9227,197308,220,125,0
9228,197309,245,120,0
9229,197310,240,180,-9999
9230,197311,240,155,0
9231,197312,-9999,160,43
9232,197401,245,165,56
9233,197402,265,160,0
9234,197403,260,150,0
9235,197404,290,160,0
9236,197405,310,105,0
9237,197406,225,100,0
9238,197407,230,160,0
9239,197408,250,165,0
9240,197409,240,170,94
9241,197410,260,170,10
9242,197411,260,160,8
9243,197412,250,155,0
9244,197501,230,160,5
9245,197502,270,140,0
9246,197503,290,150,-9999
9247,197504,320,-9999,-9999
9248,197505,290,115,0
9249,197506,250,145,0
9250,197507,230,125,0
9251,197508,260,180,0
9252,197509,240,190,-9999
9253,197510,240,165,46
9254,197511,250,150,0
9255,197512,220,160,38
9256,197601,225,150,0
9257,197602,265,150,0
9258,197603,260,130,0
9259,197604,300,130,0
9260,197605,290,100,0
9261,197606,250,130,0
9262,197607,240,150,0
9263,197608,230,170,0
9264,197609,260,150,114
9265,197610,240,160,-9999
9266,197611,200,150,0
9267,197612,240,160,0
9268,197701,230,150,-9999
9269,197702,230,160,66
9270,197703,320,120,0
9271,197704,280,130,0
9272,197705,300,120,0
9273,197706,270,130,0
9274,197707,250,150,-9999
9275,197708,250,160,0
9276,197709,245,170,-9999
9277,197710,255,180,112
9278,197711,240,150,33
9279,197712,250,170,46
9280,197801,250,170,533
9281,197802,245,160,-9999
9282,197803,170,140,-9999
9283,197804,-9999,120,-9999
9284,197805,310,130,0
9285,197806,265,100,0
9286,197807,285,170,0
9287,197808,270,160,130
9288,197809,240,180,0
9289,197810,240,160,10
9290,197811,270,150,0
9291,197812,265,140,84
9292,197901,250,160,0
9293,197902,275,115,0
9294,197903,305,140,0
9295,197904,280,145,0
9296,197905,270,125,0
9297,197906,305,140,0
9298,197907,275,135,0
9299,197908,240,175,0
9300,197909,245,165,0
9301,197910,295,145,0
9302,197911,280,165,0
9303,197912,290,170,41
9304,198001,270,150,0
9305,198002,250,140,71
9306,198003,315,145,0
9307,198004,300,110,0
9308,198005,330,135,0
9309,198006,290,140,0
9310,198007,265,140,0
9311,198008,250,185,0
9312,198009,240,155,0
9313,198010,285,170,582
9314,198011,250,160,-9999
9315,198012,240,150,0
9316,198101,-9999,150,0
9317,198106,240,110,0
9318,198110,-9999,100,-9999
9319,198201,-9999,95,0
9320,198203,-9999,120,0
9321,198205,-9999,150,0
9322,198301,-9999,160,0
9323,198501,-9999,160,-9999
9324,198607,306,190,0
9325,198608,-9999,190,0
9326,198609,-9999,170,315
9327,198610,-9999,160,282
9328,198611,-9999,160,0
9329,198701,-9999,160,-9999
9330,198703,324,130,-9999
9331,198704,340,120,-9999
9332,198705,-9999,-9999,0
9333,198706,-9999,140,0
9334,198707,-9999,-9999,-9999
9335,198708,-9999,-9999,0
9336,198802,311,-9999,478
9337,198803,-9999,-9999,-9999
9338,198804,-9999,-9999,8
9339,198805,-9999,-9999,0
9340,198806,-9999,98,358
9341,198807,-9999,-9999,-9999
9342,198808,238,-9999,-9999
9343,198809,-9999,-9999,0
9344,198903,317,-9999,-9999
9345,198904,318,-9999,-9999
9346,198905,-9999,140,0
9347,198906,289,133,-9999
9348,198908,280,-9999,-9999
9349,198910,278,-9999,0
9350,198911,260,-9999,147
9351,198912,-9999,-9999,132
9352,199001,284,134,-9999
9353,199002,-9999,-9999,0
9354,199003,-9999,-9999,0
9355,199004,-9999,-9999,0
9356,199005,314,-9999,-9999
9357,199006,-9999,-9999,-9999
9358,199007,-9999,140,-9999
9359,199008,290,-9999,-9999
9360,199009,-9999,144,0
9361,199010,-9999,-9999,0
9362,199011,261,169,0
9363,199012,-9999,146,76
9364,199101,-9999,146,0
9365,199102,-9999,130,0
9366,199103,-9999,112,238
9367,199104,360,-9999,0
9368,199105,-9999,126,0
9369,199106,-9999,-9999,0
9370,199107,292,-9999,0
9371,199108,288,-9999,0
9372,199109,260,168,0
9373,199110,-9999,153,74
9374,199111,-9999,134,0
9375,199112,-9999,144,0
9376,199201,-9999,133,4
9377,199202,290,-9999,56
9378,199203,-9999,136,76
9379,199204,307,122,0
9380,199205,310,81,0
9381,199206,299,-9999,8
9382,199207,-9999,-9999,0
9383,199208,-9999,188,0
9384,199209,282,-9999,0
9385,199210,269,160,142
9386,199211,259,167,14
9387,199212,-9999,149,8
9388,199301,-9999,158,0
9389,199302,316,127,0
9390,199303,-9999,117,0
9391,199304,316,121,114
9392,199305,-9999,113,0
9393,199306,-9999,119,0
9394,199307,300,140,0
9395,199308,-9999,138,34
9396,199310,-9999,143,25
9397,199311,-9999,171,0
9398,199312,-9999,150,87
9399,199401,-9999,-9999,366
9400,199402,285,138,0
9401,199403,-9999,142,0
9402,199404,309,-9999,0
9403,199405,-9999,-9999,0
9404,199406,-9999,139,0
9405,199407,-9999,146,0
9406,199408,-9999,116,0
9407,199409,-9999,145,0
9408,199410,-9999,167,0
9409,199411,-9999,168,108
9410,199412,-9999,162,48
9411,199501,260,155,0
9412,199502,307,-9999,253
9413,199503,286,-9999,0
9414,199504,-9999,-9999,0
9415,199505,-9999,-9999,0
9416,199506,-9999,122,0
9417,199507,-9999,116,0
9418,199508,214,132,0
9419,199509,-9999,-9999,0
9420,199510,-9999,166,0
9421,199511,-9999,-9999,85
9422,199512,-9999,-9999,128
9423,199601,-9999,136,5
9424,199602,-9999,135,0
9425,199603,-9999,126,0
9426,199604,-9999,-9999,0
9427,199605,-9999,103,0
9428,199606,-9999,95,0
9429,199607,-9999,126,0
9430,199608,-9999,118,0
9431,199609,280,148,0
9432,199610,-9999,-9999,315
9433,199611,-9999,-9999,23
9434,199612,-9999,133,59
9435,199701,231,140,28
9436,199702,-9999,-9999,0
9437,199703,-9999,-9999,0
9438,199704,-9999,147,0
9439,199705,-9999,-9999,0
9440,199706,-9999,-9999,0
9441,199707,-9999,90,0
9442,199708,-9999,117,0
9443,199709,-9999,-9999,0
9444,199710,-9999,-9999,0
9445,199711,-9999,140,0
9446,199712,-9999,-9999,20
9447,199801,-9999,-9999,0
9448,199802,-9999,131,0
9449,199803,315,-9999,0
9450,199804,-9999,-9999,0
9451,199805,-9999,-9999,0
9452,199806,-9999,126,0
9453,199807,294,-9999,0
9454,199909,-9999,-9999,0
9455,199910,-9999,-9999,31
9456,199911,-9999,-9999,0
9457,199912,-9999,-9999,0
9458,200001,-9999,-9999,0
9459,200002,-9999,-9999,0
9460,200003,-9999,-9999,0
9461,200004,-9999,-9999,0
9462,200005,313,-9999,0
9463,200006,-9999,-9999,170
9464,200007,316,-9999,10
9465,200008,286,-9999,0
9466,200009,-9999,131,0
9467,200010,293,-9999,0
9468,200011,293,-9999,0
9469,200012,262,-9999,0
9470,200101,275,159,0
9471,200102,295,-9999,135
9472,200103,312,-9999,25
9473,200104,337,-9999,0
9474,200105,-9999,-9999,35
9475,200106,265,-9999,13
9476,200107,276,-9999,66
9477,200108,299,-9999,0
9478,200109,276,-9999,0
9479,200110,-9999,138,0
9480,200111,-9999,-9999,0
9481,200112,281,166,8
9482,200201,-9999,110,0
9483,200202,-9999,-9999,0
9484,200203,-9999,147,44
9485,200204,334,134,0
9486,200205,-9999,115,25
9487,200206,-9999,112,4
9488,200207,-9999,122,196
9489,200208,299,136,0
9490,200209,-9999,163,0
9491,200210,-9999,-9999,0
9492,200211,-9999,147,0
9493,200212,-9999,140,0
9494,200301,-9999,148,0
9495,200302,293,154,0
9496,200303,-9999,-9999,3
9497,200304,353,-9999,0
9498,200305,-9999,131,64
9499,200306,271,-9999,3
9500,200307,308,-9999,5
9501,200308,-9999,-9999,0
9502,200309,-9999,167,0
9503,200310,-9999,-9999,0
9504,200311,299,-9999,130
9505,200312,-9999,-9999,0
9506,200401,-9999,154,0
9507,200402,300,-9999,3
9508,200403,-9999,-9999,398
9509,200404,-9999,-9999,135
9510,200405,-9999,-9999,0
9511,200406,-9999,-9999,0
9512,200407,290,126,75
9513,200408,-9999,-9999,0
9514,200409,-9999,203,0
9515,200410,-9999,-9999,0
9516,200411,-9999,136,0
9517,200412,-9999,155,26
9518,200501,264,-9999,0
9519,200502,319,-9999,0
9520,200503,-9999,-9999,0
9521,200504,-9999,116,91
9522,200505,-9999,-9999,245
9523,200506,-9999,-9999,2
9524,200507,-9999,78,0
9525,200508,-9999,-9999,0
9526,200509,-9999,-9999,0
9527,200510,-9999,-9999,0
9528,200511,-9999,-9999,0
9529,200512,-9999,135,0
9530,200601,311,-9999,0
9531,200602,353,-9999,0
9532,200603,355,-9999,0
9533,200604,-9999,-9999,130
9534,200605,326,-9999,3
9535,200606,-9999,54,35
9536,200607,-9999,127,0
9537,200608,-9999,-9999,0
9538,200609,-9999,-9999,0
9539,200610,-9999,-9999,0
9540,200611,-9999,-9999,0
9541,200701,-9999,-9999,0
9542,200702,300,-9999,45
9543,200703,-9999,-9999,20
9544,200704,-9999,-9999,40
9545,200705,-9999,-9999,0
9546,200706,-9999,-9999,0
9547,200707,-9999,112,0
9548,200708,-9999,127,0
9549,200709,304,140,0
9550,200710,-9999,-9999,0
9551,200711,-9999,136,0
9552,200712,-9999,-9999,100
9553,200801,-9999,-9999,75
9554,200802,-9999,-9999,0
9555,200803,358,-9999,0
9556,200804,-9999,-9999,45
9557,200806,-9999,-9999,0
9558,200807,-9999,-9999,0
9559,200808,-9999,103,0
9560,200809,-9999,-9999,0
9561,200810,-9999,-9999,0
9562,200901,-9999,-9999,0
9563,200902,-9999,-9999,0
9564,200903,-9999,-9999,80
9565,200904,-9999,-9999,0
9566,200905,-9999,146,190
9567,200907,-9999,-9999,0
9568,200908,-9999,-9999,0
9569,200909,-9999,-9999,0
9570,200910,-9999,-9999,0
9571,200911,282,-9999,0
9572,200912,-9999,144,0
9573,201001,-9999,-9999,0
9574,201002,-9999,-9999,0
9575,201003,-9999,-9999,0
9576,201004,-9999,-9999,355
9577,201005,-9999,-9999,280
9578,201006,-9999,-9999,45
9579,201007,-9999,-9999,65
9580,201008,-9999,-9999,30
9581,201010,-9999,-9999,0
9582,201011,-9999,-9999,0
9583,201012,-9999,-9999,0
9584,201101,-9999,-9999,0
9585,201102,-9999,-9999,0
9586,201103,-9999,-9999,0
9587,201104,-9999,-9999,55
9588,195504,310,124,45
9589,195505,330,-9999,45
9590,195506,300,-9999,0
9591,195507,240,-9999,0
9592,195508,250,-9999,30
9593,195509,260,-9999,0
9594,195510,200,-9999,0
9595,195511,250,-9999,0
9596,195512,260,-9999,0
9597,195601,240,-9999,0
9598,195602,300,-9999,0
9599,195603,300,-9999,0
9600,195604,320,-9999,0
9601,195605,280,-9999,0
9602,195606,230,-9999,1105
9603,195607,260,-9999,175
9604,195608,250,-9999,135
9605,195609,240,160,15
9606,195610,250,180,0
9607,195612,260,170,0
9608,195701,240,140,0
9609,195702,260,150,0
9610,195703,300,140,0
9611,195704,310,120,15
9612,195705,320,150,485
9613,195706,270,120,15
9614,195707,250,90,270
9615,195708,270,140,10
9616,195710,260,150,0
9617,195711,290,170,0
9618,195712,270,140,0
9619,195801,120,150,0
9620,195802,260,150,0
9621,195803,310,150,20
9622,195804,320,140,0
9623,195805,280,130,0
9624,195806,280,130,0
9625,195807,270,110,40
9626,195808,290,130,5
9627,195809,240,150,1025
9628,195810,270,170,0
9629,195811,270,170,0
9630,195812,260,160,0
9631,195901,260,160,0
9632,195902,280,160,0
9633,195903,270,150,0
9634,195904,270,150,0
9635,195905,300,140,28
9636,195906,280,100,160
9637,195907,260,140,175
9638,195908,270,150,145
9639,195909,270,180,36
9640,195910,240,110,0
9641,195911,240,140,0
9642,195912,240,160,0
9643,196001,270,160,0
9644,196002,260,150,0
9645,196003,260,170,0
9646,196004,270,150,0
9647,196005,300,100,0
9648,196006,290,150,0
9649,196007,270,140,17
9650,196008,260,130,88
9651,196009,260,160,30
9652,196010,280,160,0
9653,196011,270,160,0
9654,196012,260,150,0
9655,196101,250,170,-9999
9656,196102,270,170,559
9657,196103,290,160,-9999
9658,196104,320,130,-9999
9659,196105,330,100,-9999
9660,196106,280,140,-9999
9661,196107,270,140,0
9662,196108,270,150,-9999
9663,196109,250,180,-9999
9664,196110,260,190,-9999
9665,196111,250,180,-9999
9666,196112,250,160,-9999
9667,196201,260,160,0
9668,196202,290,150,0
9669,196203,310,160,-9999
9670,196204,250,140,-9999
9671,196209,220,120,-9999
9672,196210,290,120,-9999
9673,196211,275,140,0
9674,196212,280,160,-9999
9675,196301,290,160,-9999
9676,196302,260,150,-9999
9677,196303,240,150,-9999
9678,196305,225,170,-9999
9679,196308,250,170,145
9680,196309,290,170,-9999
9681,196310,280,150,0
9682,196311,205,140,0
9683,196312,160,120,0
9684,196402,260,130,0
9685,196403,330,160,762
9686,196404,290,160,33
9687,196405,280,120,0
9688,196406,240,160,-9999
9689,196407,230,150,0
9690,196408,285,110,-9999
9691,196409,245,150,-9999
9692,196410,250,130,-9999
9693,196411,260,110,0
9694,196412,265,160,38
9695,196501,250,150,3
9696,196505,270,180,8
9697,196506,230,150,236
9698,196507,260,150,0
9699,196508,240,130,3
9700,196509,260,110,0
9701,196510,235,130,0
9702,196511,250,150,-9999
9703,196512,250,170,-9999
9704,196601,250,180,0
9705,196602,245,160,10
9706,196603,255,165,429
9707,196604,270,155,0
9708,196605,320,150,264
9709,196606,275,150,3
9710,196607,280,105,0
9711,196608,255,120,0
9712,196609,230,125,0
9713,196610,235,150,53
9714,196611,249,170,0
9715,196612,240,160,0
9716,196701,260,150,-9999
9717,196702,273,170,15
9718,196703,278,150,0
9719,196704,264,130,178
9720,196705,304,130,-9999
9721,196706,272,110,526
9722,196707,284,130,0
9723,196708,283,155,10
9724,196709,258,150,-9999
9725,196710,257,195,0
9726,196711,260,180,0
9727,196712,238,160,0
9728,196801,240,150,0
9729,196802,250,160,0
9730,196803,282,165,198
9731,196804,320,120,-9999
9732,196805,283,128,160
9733,196806,270,120,5
9734,196807,250,136,0
9735,196808,260,142,0
9736,196809,270,154,0
9737,196810,240,182,0
9738,196811,272,170,0
9739,196812,223,163,0
9740,196901,222,164,0
9741,196902,270,138,104
9742,196903,240,118,0
9743,196904,320,144,-9999
9744,196905,314,123,66
9745,196906,310,123,10
9746,196907,280,104,5
9747,196908,240,144,0
9748,196909,250,186,0
9749,196910,250,180,0
9750,196911,274,160,0
9751,196912,232,160,0
9752,197001,240,150,0
9753,197002,247,160,0
9754,197003,294,154,196
9755,197004,304,144,188
9756,197005,294,130,592
9757,197006,275,120,0
9758,197007,250,150,0
9759,197008,290,130,33
9760,197009,248,170,0
9761,197010,273,192,0
9762,197011,262,190,0
9763,197012,190,190,0
9764,197101,270,150,0
9765,197102,300,160,0
9766,197106,280,140,5
9767,197107,260,162,38
9768,197108,250,112,25
9769,197109,250,100,10
9770,197110,245,150,0
9771,197111,250,168,0
9772,197112,245,176,0
9773,197201,230,174,0
9774,197202,230,162,0
9775,197203,285,160,0
9776,197204,270,170,13
9777,197205,300,150,25
9778,197206,245,140,122
9779,197207,245,120,239
9780,197208,265,140,343
9781,197209,235,103,0
9782,197210,260,133,38
9783,197211,240,170,0
9784,197212,230,160,0
9785,197301,250,153,0
9786,197302,250,160,0
9787,197303,290,155,0
9788,197304,305,115,0
9789,197305,250,110,0
9790,197306,260,90,142
9791,197308,230,120,376
9792,197309,240,115,0
9793,197310,240,135,0
9794,197311,230,175,-9999
9795,197312,-9999,140,0
9796,197401,250,170,0D
9797,197402,260,160,0
9798,197403,275,170,-9999
9799,197404,300,160,0
9800,197405,300,155,-9999
9801,197406,220,100,-9999
9802,197407,220,120,0
9803,197408,260,150,-9999
9804,197409,230,170,-9999
9805,197410,250,160,-9999
9806,197411,280,160,-9999
9807,197412,260,180,0
9808,197501,200,160,0
9809,197502,260,150,0
9810,197503,300,150,0
9811,197504,310,140,0
9812,197505,270,-9999,0
9813,197506,260,105,0
9814,197507,240,150,69
9815,197508,240,125,0
9816,197509,240,170,0
9817,197510,220,190,58
9818,197511,250,175,0
9819,197512,230,150,0
9820,197601,250,150,0
9821,197602,275,150,0
9822,197603,270,140,0
9823,197604,310,140,0
9824,197605,270,120,0
9825,197606,280,90,0
9826,197607,250,140,41
9827,197608,235,150,66
9828,197609,260,170,-9999
9829,197610,230,170,15
9830,197611,230,160,0
9831,197612,270,160,-9999
9832,197701,220,160,0
9833,197702,260,150,0
9834,197703,310,150,0
9835,197704,300,120,-9999
9836,197705,300,130,0
9837,197706,240,120,-9999
9838,197707,270,145,0
9839,197708,250,150,0
9840,197709,240,160,0
9841,197710,275,160,81
9842,197711,245,170,0
9843,197712,260,150,0
9844,197801,245,150,0
9845,197802,250,165,0
9846,197803,200,150,0
9847,197804,335,150,0
9848,197805,315,150,0
9849,197806,290,120,0
9850,197807,260,130,0
9851,197808,260,150,0
9852,197809,245,150,-9999
9853,197810,245,170,-9999
9854,197811,275,160,0
9855,197812,240,160,0
9856,197901,265,150,0
9857,197902,220,150,-9999
9858,197903,300,140,0
9859,197904,295,145,-9999
9860,197905,285,140,0
9861,197906,300,125,-9999
9862,197907,270,135,122
9863,197908,265,140,173
9864,197909,245,-9999,58
9865,197910,290,170,89
9866,197911,295,160,-9999
9867,197912,290,170,0
9868,198001,265,170,0
9869,198002,250,145,0
9870,198003,295,135,0
9871,198004,280,150,0
9872,198005,320,135,0
9873,198006,300,130,0
9874,198007,260,155,0
9875,198008,235,165,18
9876,198009,255,170,0
9877,198010,275,160,0
9878,198011,255,175,0
9879,198012,250,155,0
9880,198101,-9999,150,0
9881,198106,-9999,150,0
9882,198110,-9999,115,0
9883,198201,-9999,90,0
9884,198203,-9999,90,23
9885,198205,-9999,130,0
9886,198301,-9999,120,15
9887,198501,-9999,180,23
9888,198607,301,160,38
9889,198608,-9999,185,0
9890,198609,-9999,180,0
9891,198610,-9999,160,8
9892,198611,309,170,-9999
9893,198701,-9999,150,0
9894,198703,300,180,0
9895,198704,-9999,130,-9999
9896,198705,-9999,120,-9999
9897,198706,292,-9999,0
9898,198707,-9999,-9999,5
9899,198708,-9999,-9999,-9999
9900,198802,316,-9999,292
9901,198803,-9999,-9999,0
9902,198804,-9999,-9999,-9999
9903,198805,-9999,-9999,0
9904,198806,-9999,-9999,-9999
9905,198807,-9999,139,0
9906,198808,-9999,-9999,0
9907,198809,-9999,-9999,0
9908,198903,315,-9999,-9999
9909,198904,-9999,141,-9999
9910,198905,361,-9999,0
9911,198906,-9999,131,122
9912,198908,274,-9999,43
9913,198910,270,-9999,69
9914,198911,254,151,0
9915,198912,-9999,-9999,-9999
9916,199001,-9999,-9999,0
9917,199002,-9999,134,-9999
9918,199003,-9999,-9999,0
9919,199004,-9999,-9999,0
9920,199005,310,-9999,-9999
9921,199006,-9999,-9999,0
9922,199007,-9999,-9999,-9999
9923,199008,-9999,-9999,0
9924,199009,-9999,-9999,61
9925,199010,-9999,143,56
9926,199011,270,154,-9999
9927,199012,-9999,169,0
9928,199101,-9999,-9999,0
9929,199102,-9999,135,0
9930,199103,-9999,110,-9999
9931,199104,-9999,114,-9999
9932,199105,-9999,-9999,-9999
9933,199106,303,126,0
9934,199107,270,-9999,0
9935,199108,280,-9999,0
9936,199109,-9999,-9999,193
9937,199110,-9999,163,48
9938,199111,272,156,0
9939,199112,-9999,134,0
9940,199201,-9999,148,0
9941,199202,290,133,-9999
9942,199203,330,-9999,0
9943,199204,-9999,107,0
9944,199205,297,100,-9999
9945,199206,-9999,-9999,0
9946,199207,-9999,136,0
9947,199208,-9999,166,0
9948,199209,274,178,47
9949,199210,272,186,52
9950,199211,243,157,5
9951,199212,-9999,-9999,0
9952,199301,-9999,145,0
9953,199302,294,151,0
9954,199303,310,127,0
9955,199304,320,133,0
9956,199305,-9999,124,0
9957,199306,303,-9999,0
9958,199307,296,120,0
9959,199308,-9999,143,204
9960,199310,-9999,138,55
9961,199311,-9999,167,0
9962,199312,-9999,160,23
9963,199401,-9999,155,0
9964,199402,-9999,-9999,0
9965,199403,-9999,132,0
9966,199404,-9999,146,0
9967,199405,314,137,0
9968,199406,-9999,-9999,0
9969,199407,-9999,-9999,0
9970,199408,-9999,146,344
9971,199409,-9999,132,25
9972,199410,254,157,0
9973,199411,273,167,53
9974,199412,273,160,0
9975,199501,-9999,145,0
9976,199502,-9999,156,252
9977,199503,-9999,-9999,0
9978,199504,333,146,0
9979,199505,-9999,111,0
9980,199506,-9999,-9999,25
9981,199507,-9999,154,136
9982,199508,-9999,-9999,18
9983,199509,-9999,-9999,0
9984,199510,-9999,120,48
9985,199511,-9999,166,163
9986,199512,-9999,166,16
