,Data,TMAX,TMIN,PRCP
2969,196810,260,180,0
2970,196811,270,172,0
2971,196812,243,164,0
2972,196901,202,150,0
2973,196902,272,150,102
2974,196903,230,152,178
2975,196904,310,144,82
2976,196905,322,150,0
2977,196906,312,114,94
2978,196907,278,134,0
2979,196908,240,134,0
2980,196909,260,190,0
2981,196910,250,170,0
2982,196911,278,190,0
2983,196912,220,160,0
2984,197001,250,160,0
2985,197002,266,170,0
2986,197003,260,164,98
2987,197004,310,162,0
2988,197005,293,154,204
2989,197006,312,134,113
2990,197007,246,143,0
2991,197008,230,132,0
2992,197009,254,183,0
2993,197010,263,167,0
2994,197011,266,180,0
2995,197012,250,164,0
2996,197101,272,161,0
2997,197102,280,157,27
2998,197106,311,168,243
2999,197107,280,124,0
3000,197108,273,100,0
3001,197109,265,123,0
3002,197110,245,123,0
3003,197111,250,180,0
3004,197112,235,173,0
3005,197201,250,150,0
3006,197202,250,150,0
3007,197203,275,160,0
3008,197204,295,125,0
3009,197205,270,125,0
3010,197206,305,115,0
3011,197207,255,120,0
3012,197208,245,110,88
3013,197209,260,100,10
3014,197210,260,180,0
3015,197211,250,175,0
3016,197212,260,140,0
3017,197301,250,160,0
3018,197302,250,160,0
3019,197303,295,150,0
3020,197304,240,160,180
3021,197305,310,155,0
3022,197306,290,135,0
3023,197308,220,120,0
3024,197309,230,110,0
3025,197310,250,160,0
3026,197311,255,180,0
3027,197312,240,190,0
3028,197401,-9999,170,0
3029,197402,265,160,220
3030,197403,275,150,620
3031,197404,270,140,120
3032,197405,300,140,0
3033,197406,280,-9999,0
3034,197407,230,150,0
3035,197408,250,135,0
3036,197409,230,120,0
3037,197410,255,180,390
3038,197411,260,190,121
3039,197412,250,160,0
3040,197501,240,150,257
3041,197502,240,150,0
3042,197503,230,110,61
3043,197504,300,160,0
3044,197505,320,140,0
3045,197506,280,140,0
3046,197507,250,130,0
3047,197508,240,150,0
3048,197509,240,170,15
3049,197510,220,170,0
3050,197511,250,160,0
3051,197512,250,150,240
3052,197601,240,160,0
3053,197602,265,150,0
3054,197603,260,150,0
3055,197604,250,160,0
3056,197605,305,130,0
3057,197606,290,130,0
3058,197607,240,130,0
3059,197608,260,140,0
3060,197609,260,160,0
3061,197610,230,170,0
3062,197611,230,160,0
3063,197612,260,170,110
3064,197701,270,170,38
3065,197702,260,155,58
3066,197703,300,150,0
3067,197704,280,100,0
3068,197705,300,130,0
3069,197706,270,130,0
3070,197707,250,130,0
3071,197708,260,150,0
3072,197709,265,170,0
3073,197710,270,160,0
3074,197711,275,170,18
3075,197712,240,160,0
3076,197801,275,160,10
3077,197802,235,160,210
3078,197803,285,155,0
3079,197804,320,135,15
3080,197805,300,160,0
3081,197806,225,140,0
3082,197807,280,90,0
3083,197808,280,140,0
3084,197809,245,160,0
3085,197810,265,160,0
3086,197811,265,165,585
3087,197812,250,160,79
3088,197901,255,150,2
3089,197902,240,170,70
3090,197903,250,165,0
3091,197904,305,140,0
3092,197905,295,145,0
3093,197906,260,130,0
3094,197907,280,145,0
3095,197908,215,145,50
3096,197909,245,180,0
3097,197910,275,160,0
3098,197911,285,185,40
3099,197912,290,185,5
3100,198001,260,150,115
3101,198002,250,155,0
3102,198003,290,115,0
3103,198004,310,100,0
3104,198005,285,90,0
3105,198006,305,115,0
3106,198007,265,130,0
3107,198008,250,160,8
3108,198009,290,180,5
3109,198010,240,190,80
3110,198011,230,190,845
3111,198012,270,170,0
3112,198101,-9999,170,0
3113,198106,-9999,170,0
3114,198110,-9999,120,0
3115,198201,-9999,140,0
3116,198203,-9999,155,0
3117,198205,-9999,-9999,0
3118,198301,-9999,-9999,110
3119,198501,-9999,-9999,75
3120,198607,-9999,-9999,55
3121,198608,-9999,-9999,0
3122,198609,-9999,-9999,0
3123,198610,-9999,-9999,0
3124,198611,-9999,-9999,0
3125,198701,-9999,-9999,0
3126,198703,-9999,-9999,0
3127,198704,-9999,-9999,0
3128,198705,-9999,-9999,55
3129,198706,-9999,-9999,0
3130,198707,-9999,-9999,0
3131,198708,-9999,-9999,0
3132,198802,-9999,-9999,445
3133,198803,-9999,-9999,0
3134,198804,-9999,-9999,0
3135,198805,-9999,-9999,0
3136,198806,-9999,-9999,0
3137,198807,-9999,-9999,0
3138,198808,-9999,-9999,0
3139,198809,-9999,-9999,0
3140,198903,268,-9999,0
3141,198904,328,-9999,0
3142,198905,330,-9999,20
3143,198906,325,-9999,160
3144,198908,-9999,-9999,0
3145,198910,287,90,0
3146,198911,-9999,-9999,0
3147,198912,255,178,0
3148,199001,-9999,157,0
3149,199002,293,-9999,0
3150,199003,-9999,132,0
3151,199004,310,137,0
3152,199005,240,113,0
3153,199006,-9999,-9999,175
3154,199007,-9999,144,0
3155,199008,-9999,-9999,400
3156,199009,-9999,157,0
3157,199010,-9999,-9999,0
3158,199011,-9999,144,0
3159,199012,-9999,147,0
3160,199101,270,145,0
3161,199102,-9999,122,0
3162,199103,-9999,129,0
3163,199104,303,116,0
3164,199105,-9999,113,0
3165,199106,345,143,0
3166,199107,252,-9999,0
3167,199108,286,122,0
3168,199109,250,142,0
3169,199110,250,-9999,225
3170,199111,267,189,0
3171,199112,-9999,151,0
3172,199201,268,162,0
3173,199202,-9999,163,0
3174,199203,315,164,0
3175,199204,-9999,163,0
3176,199205,303,120,0
3177,199206,-9999,124,0
3178,199207,-9999,62,0
3179,199208,290,141,50
3180,199209,-9999,160,0
3181,199210,269,143,0
3182,199211,-9999,-9999,0
3183,199212,-9999,160,0
3184,199301,259,160,0
3185,199302,243,152,0
3186,199303,295,-9999,0
3187,199304,-9999,132,0
3188,199305,336,-9999,0
3189,199306,362,-9999,10
3190,199307,-9999,130,0
3191,199308,290,120,0
3192,199310,-9999,-9999,14
3193,199311,-9999,165,222
3194,199312,-9999,199,0
3195,199401,250,148,0
3196,199402,-9999,164,0
3197,199403,-9999,-9999,0
3198,199404,-9999,-9999,0
3199,199405,-9999,-9999,0
3200,199406,278,127,0
3201,199407,275,-9999,0
3202,199408,265,-9999,10
3203,199409,-9999,164,30
3204,199410,260,147,2
3205,199411,271,166,0
3206,199412,-9999,165,0
3207,199501,-9999,149,0
3208,199502,-9999,146,0
3209,199503,-9999,132,0
3210,199504,-9999,144,0
3211,199505,-9999,-9999,0
3212,199506,284,126,95
3213,199507,265,-9999,0
3214,199508,226,101,53
3215,199509,-9999,-9999,0
3216,199510,-9999,125,81
3217,199511,-9999,-9999,0
3218,199512,-9999,153,0
3219,199601,-9999,126,0
3220,199602,-9999,145,-9999
3221,199603,301,90,-9999
3222,199604,-9999,-9999,-9999
3223,199605,-9999,163,-9999
3224,199606,-9999,120,-9999
3225,199607,-9999,-9999,-9999
3226,199608,-9999,OS,-9999
3227,199609,-9999,130,-9999
3228,199610,262,-9999,-9999
3229,199611,-9999,-9999,-9999
3230,199612,-9999,90,-9999
3231,199701,274,-9999,-9999
3232,199702,-9999,-9999,-9999
3233,199703,-9999,-9999,-9999
3234,199704,300,124,-9999
3235,199705,-9999,-9999,-9999
3236,199706,-9999,-9999,-9999
3237,199707,-9999,99,-9999
3238,199708,-9999,-9999,-9999
3239,199709,-9999,-9999,-9999
3240,199710,-9999,163,-9999
3241,199711,-9999,-9999,-9999
3242,199712,-9999,-9999,-9999
3243,199801,-9999,-9999,-9999
3244,199802,278,-9999,-9999
3245,199803,-9999,-9999,-9999
3246,199804,-9999,-9999,0
3247,199805,-9999,-9999,0
3248,199806,349,-9999,0
3249,199807,-9999,-9999,5
3250,199909,-9999,102,-9999
3251,199910,-9999,-9999,15
3252,199911,259,-9999,0
3253,199912,-9999,-9999,0
3254,200001,-9999,166,-9999
3255,200002,-9999,-9999,0
3256,200003,-9999,-9999,-9999
3257,200004,-9999,-9999,0
3258,200005,-9999,96,-9999
3259,200006,286,-9999,71
3260,200007,-9999,-9999,76
3261,200008,300,-9999,0
3262,200009,279,-9999,234
3263,200010,-9999,-9999,0
3264,200011,282,-9999,0
3265,200012,-9999,151,0
3266,200101,-9999,-9999,0
3267,200102,-9999,147,-9999
3268,200103,-9999,135,0
3269,200104,-9999,-9999,0
3270,200105,356,130,58
3271,200106,-9999,-9999,0
3272,200107,295,-9999,330
3273,200108,280,-9999,15
3274,200109,289,-9999,523
3275,200110,-9999,-9999,102
3276,200111,276,204,0
3277,200112,-9999,-9999,0
3278,200201,273,136,0
3279,200202,278,164,0
3280,200203,-9999,153,0
3281,200204,350,-9999,0
3282,200205,343,109,10
3283,200206,294,-9999,-9999
3284,200207,-9999,96,0
3285,200208,302,116,8
3286,200209,-9999,-9999,226
3287,200210,273,163,0
3288,200211,-9999,194,-9999
3289,200212,263,148,-9999
3290,200301,-9999,-9999,0
3291,200302,-9999,161,0
3292,200303,-9999,-9999,0
3293,200304,356,132,0
3294,200305,353,-9999,0
3295,200306,299,99,0
3296,200307,299,-9999,0
3297,200308,-9999,-9999,0
3298,200309,-9999,-9999,102
3299,200310,-9999,196,33
3300,200311,-9999,173,0
3301,200312,232,169,0
3302,200401,270,164,0
3303,200402,302,-9999,0
3304,200403,-9999,-9999,0
3305,200404,-9999,-9999,0
3306,200405,-9999,-9999,5
3307,200406,-9999,73,201
3308,200407,-9999,81,3
3309,200408,-9999,130,549
3310,200409,-9999,-9999,0
3311,200410,-9999,-9999,699
3312,200411,-9999,-9999,0
3313,200412,-9999,-9999,0
3314,200501,309,-9999,0
3315,200502,-9999,-9999,0
3316,200503,328,-9999,51
3317,200504,380,-9999,0
3318,200505,-9999,-9999,102
3319,200506,-9999,-9999,0
3320,200507,-9999,126,5
3321,200508,-9999,-9999,193
3322,200509,294,162,46
3323,200510,-9999,176,S
3324,200511,-9999,-9999,0
3325,200512,314,-9999,0
3326,200601,260,-9999,0
3327,200602,314,-9999,0
3328,200603,-9999,117,0
3329,200604,360,-9999,0
3330,200605,-9999,-9999,0
3331,200606,-9999,137,584
3332,200607,-9999,52,251
3333,200608,-9999,125,0
3334,200609,-9999,-9999,114
3335,200610,-9999,158,559
3336,200611,-9999,-9999,0
3337,200701,-9999,-9999,0
3338,200702,-9999,-9999,0
3339,200703,-9999,-9999,0
3340,200704,-9999,-9999,0
3341,200705,-9999,-9999,0
3342,200706,-9999,-9999,0
3343,200707,-9999,-9999,0
3344,200708,-9999,-9999,300
3345,200709,-9999,-9999,0
3346,200710,-9999,-9999,635
3347,200711,304,-9999,0
3348,200712,-9999,-9999,0
3349,200801,-9999,-9999,0
3350,200802,-9999,-9999,0
3351,200803,-9999,-9999,0
3352,200804,-9999,-9999,0
3353,200806,-9999,94,0
3354,200807,-9999,-9999,0
3355,200808,-9999,-9999,48
3356,200809,-9999,-9999,-9999
3357,200810,-9999,-9999,-9999
3358,200901,-9999,-9999,259
3359,200902,-9999,-9999,-9999
3360,200903,-9999,-9999,0
3361,200904,-9999,-9999,-9999
3362,200905,-9999,-9999,0
3363,200907,-9999,-9999,-9999
3364,200908,-9999,-9999,-9999
3365,200909,-9999,-9999,-9999
3366,200910,-9999,-9999,-9999
3367,200911,-9999,-9999,0
3368,200912,-9999,-9999,188
3369,201001,-9999,-9999,0
3370,201002,-9999,-9999,429
3371,201003,-9999,-9999,-9999
3372,201004,-9999,-9999,0
3373,201005,-9999,-9999,-9999
3374,201006,-9999,-9999,0
3375,201007,-9999,-9999,0
3376,201008,-9999,-9999,-9999
3377,201010,281,-9999,0
3378,201011,-9999,-9999,0
3379,201012,278,-9999,249
3380,201101,-9999,-9999,0
3381,201102,-9999,-9999,43
3382,201103,-9999,-9999,10
3383,201104,-9999,129,0
3384,195504,320,-9999,0
3385,195505,310,105,0
3386,195506,230,-9999,0
3387,195507,190,-9999,0
3388,195508,250,-9999,0
3389,195509,250,-9999,-9999
3390,195510,270,160,0
3391,195511,240,160,381
3392,195512,250,150,18
3393,195601,230,150,38
3394,195602,240,150,5
3395,195603,310,150,0
3396,195604,310,130,0
3397,195605,300,130,0
3398,195606,250,120,0
3399,195607,260,70,0
3400,195608,260,110,0
3401,195609,250,150,0
3402,195610,260,160,0
3403,195612,270,160,137
3404,195701,290,150,-9999
3405,195702,280,150,0
3406,195703,290,150,-9999
3407,195704,320,140,0
3408,195705,240,140,0
3409,195706,290,140,0
3410,195707,270,130,-9999
3411,195708,280,120,-9999
3412,195710,280,110,0
3413,195711,280,170,0
3414,195712,280,140,0
3415,195801,220,180,-9999
3416,195802,270,150,-9999
3417,195803,280,150,0
3418,195804,340,150,89
3419,195805,290,150,-9999
3420,195806,290,140,0
3421,195807,260,100,-9999
3422,195808,260,100,-9999
3423,195809,260,160,0
3424,195810,270,190,-9999
3425,195811,260,120,0
3426,195812,250,170,5
3427,195901,250,160,-9999
3428,195902,270,150,0
3429,195903,290,150,0
3430,195904,300,170,0
3431,195905,300,160,94
3432,195906,270,130,-9999
3433,195907,260,140,-9999
3434,195908,260,150,0
3435,195909,240,150,0
3436,195910,250,160,3
3437,195911,240,160,0
3438,195912,250,170,0
3439,196001,230,160,0
3440,196002,270,160,724
3441,196003,290,150,168
3442,196004,290,150,0
3443,196005,330,130,404
3444,196006,320,130,0
3445,196007,240,140,0
3446,196008,280,130,0
3447,196009,240,130,0
3448,196010,230,140,0
3449,196011,260,170,0
3450,196012,250,200,20
3451,196101,270,160,0
3452,196102,260,170,0
3453,196103,310,160,-9999
3454,196104,310,140,38
3455,196105,320,120,-9999
3456,196106,290,120,0
3457,196107,250,150,-9999
3458,196108,270,130,0
3459,196109,260,170,-9999
3460,196110,260,150,-9999
3461,196111,240,160,-9999
3462,196112,240,140,0
3463,196201,260,150,33
3464,196202,280,160,23
3465,196203,310,150,0
3466,196204,320,150,0
3467,196209,-9999,160,0
3468,196210,260,120,0
3469,196211,230,120,0
3470,196212,310,150,0
3471,196301,280,160,0
3472,196302,280,170,0
3473,196303,240,-9999,0
3474,196305,200,160,-9999
3475,196308,240,120,-9999
3476,196309,260,130,84
3477,196310,290,100,61
3478,196311,180,120,109
3479,196312,150,170,0
3480,196402,230,130,0
3481,196403,290,160,-9999
3482,196404,310,160,-9999
3483,196405,310,175,0
3484,196406,250,140,0
3485,196407,250,120,0
3486,196408,255,120,0
3487,196409,230,150,-9999
3488,196410,220,170,-9999
3489,196411,240,180,58
3490,196412,240,170,-9999
3491,196501,250,165,51
3492,196505,300,140,0
3493,196506,250,155,-9999
3494,196507,230,90,0
3495,196508,240,110,0
3496,196509,230,130,-9999
3497,196510,235,110,0
3498,196511,240,190,-9999
3499,196512,220,150,-9999
3500,196601,230,160,0
3501,196602,250,160,-9999
3502,196603,270,150,277
3503,196604,280,130,0
3504,196605,270,135,0
3505,196606,290,110,0
3506,196607,255,130,0
3507,196608,260,140,-9999
3508,196609,245,120,-9999
3509,196610,255,150,0
3510,196611,260,165,0
3511,196612,260,180,0
3512,196701,260,160,0
3513,196702,216,160,156
3514,196703,294,150,0
3515,196704,290,140,232
3516,196705,340,126,0
3517,196706,320,130,25
3518,196707,322,120,0
3519,196708,293,122,0
3520,196709,260,150,0
3521,196710,268,177,0
3522,196711,270,192,0
3523,196712,250,178,0
3524,196801,260,160,119
3525,196802,200,150,0
3526,196803,260,162,27
3527,196804,292,137,42
3528,196805,284,131,0
3529,196806,290,143,0
3530,196807,260,128,0
3531,196808,260,71,0
3532,196809,264,123,0
3533,196810,252,163,0
3534,196811,280,180,0
3535,196812,240,162,0
3536,196901,240,154,38
3537,196902,282,160,0
3538,196903,220,150,0
3539,196904,300,140,0
3540,196905,330,160,0
3541,196906,310,150,0
3542,196907,260,120,0
3543,196908,260,152,0
3544,196909,240,150,0
3545,196910,248,180,4
3546,196911,274,180,138
3547,196912,240,193,467
3548,197001,240,162,274
3549,197002,260,160,13
3550,197003,260,170,0
3551,197004,303,144,398
3552,197005,310,172,0
3553,197006,306,140,0
3554,197007,253,116,0
3555,197008,229,144,0
3556,197009,240,130,24
3557,197010,277,176,0
3558,197011,274,148,476
3559,197012,227,170,0
3560,197101,270,169,0
3561,197102,273,164,0
3562,197106,300,150,0
3563,197107,272,142,0
3564,197108,273,140,0
3565,197109,250,86,63
3566,197110,235,120,0
3567,197111,240,113,0
3568,197112,230,178,0
3569,197201,260,180,25
3570,197202,260,160,0
3571,197203,270,155,0
3572,197204,300,135,0
3573,197205,280,120,24
3574,197206,300,120,202
3575,197207,250,110,0
3576,197208,250,110,0
3577,197209,250,115,0
3578,197210,270,105,0
3579,197211,255,190,0
3580,197212,250,170,0
3581,197301,260,150,0
3582,197302,240,150,223
3583,197303,290,150,0
3584,197304,250,170,27
3585,197305,300,150,0
3586,197306,260,150,0
3587,197308,240,140,0
3588,197309,210,110,0
3589,197310,255,150,0
3590,197311,260,140,0
3591,197312,230,200,0
3592,197401,245,160,0
3593,197402,270,160,0
3594,197403,175,170,0
3595,197404,290,140,0
3596,197405,310,145,0
3597,197406,260,120,170
3598,197407,240,95,27
3599,197408,260,145,0
3600,197409,260,140,0
3601,197410,250,140,0
3602,197411,270,170,0
3603,197412,260,160,0
3604,197501,250,150,0
3605,197502,250,160,0
3606,197503,290,160,0
3607,197504,300,135,0
3608,197505,300,150,0
3609,197506,260,140,0
3610,197507,260,150,0
3611,197508,250,140,0
3612,197509,250,140,0
3613,197510,270,170,0
3614,197511,270,190,140
3615,197512,230,170,210
3616,197601,240,150,50
3617,197602,260,150,0
3618,197603,260,140,0
3619,197604,290,160,0
3620,197605,310,160,0
3621,197606,280,100,0
3622,197607,240,120,67
3623,197608,270,130,28
3624,197609,250,150,271
3625,197610,240,150,17
3626,197611,-9999,180,0
3627,197612,260,165,0
3628,197701,270,170,0
3629,197702,270,150,5
3630,197703,280,150,0
3631,197704,270,160,0
3632,197705,310,120,0
3633,197706,270,130,0
3634,197707,240,140,0
3635,197708,260,140,115
3636,197709,250,150,0
3637,197710,285,160,0
3638,197711,275,170,0
3639,197712,260,150,0
3640,197801,250,160,0
3641,197802,185,160,0
3642,197803,265,150,0
3643,197804,310,145,0
3644,197805,330,145,66
3645,197806,230,130,0
3646,197807,285,130,0
3647,197808,285,115,3
3648,197809,240,130,29
3649,197810,260,170,39
3650,197811,260,165,94
3651,197812,255,180,0
3652,197901,250,155,0
3653,197902,245,165,0
3654,197903,265,170,0
3655,197904,320,160,0
3656,197905,290,155,5
3657,197906,305,140,0
3658,197907,295,125,0
3659,197908,270,130,7
3660,197909,245,130,60
3661,197910,275,175,0
3662,197911,280,175,0
3663,197912,285,170,0
3664,198001,265,170,11
3665,198002,250,145,0
3666,198003,300,160,0
3667,198004,300,110,0
3668,198005,295,100,0
3669,198006,315,95,0
3670,198007,260,125,3
3671,198008,270,120,87
3672,198009,230,150,202
3673,198010,250,180,145
3674,198011,250,160,0
3675,198012,250,190,0
3676,198101,-9999,165,0
3677,198106,-9999,160,0
3678,198110,-9999,160,0
3679,198201,-9999,120,0
3680,198203,-9999,130,0
3681,198205,-9999,150,0
3682,198301,273,-9999,550
3683,198501,-9999,-9999,160
3684,198607,-9999,-9999,0
3685,198608,-9999,-9999,45
3686,198609,-9999,-9999,0
3687,198610,283,-9999,0
3688,198611,-9999,102,0
3689,198701,-9999,-9999,0
3690,198703,-9999,-9999,0
3691,198704,300,-9999,0
3692,198705,300,-9999,0
3693,198706,-9999,128,220
3694,198707,-9999,-9999,45
3695,198708,-9999,-9999,15
3696,198802,-9999,-9999,0
3697,198803,-9999,140,0
3698,198804,344,170,0
3699,198805,-9999,-9999,0
3700,198806,325,-9999,0
3701,198807,-9999,-9999,0
3702,198808,-9999,-9999,0
3703,198809,-9999,-9999,0
3704,198903,255,177,40
3705,198904,305,-9999,0
3706,198905,327,168,15
3707,198906,-9999,-9999,415
3708,198908,-9999,-9999,0
3709,198910,-9999,-9999,0
3710,198911,291,86,0
3711,198912,-9999,116,0
3712,199001,-9999,150,0
3713,199002,-9999,167,0
3714,199003,-9999,-9999,0
3715,199004,-9999,-9999,0
3716,199005,-9999,135,25
3717,199006,-9999,-9999,75
3718,199007,-9999,102,0
3719,199008,-9999,144,0
3720,199009,-9999,-9999,0
3721,199010,-9999,-9999,0
3722,199011,-9999,132,0
3723,199012,256,144,0
3724,199101,270,147,0
3725,199102,-9999,153,0
3726,199103,-9999,136,70
3727,199104,325,120,20
3728,199105,320,116,0
3729,199106,347,112,0
3730,199107,-9999,138,0
3731,199108,270,-9999,0
3732,199109,-9999,122,0
3733,199110,-9999,159,0
3734,199111,-9999,170,0
3735,199112,-9999,192,0
3736,199201,268,149,0
3737,199202,-9999,164,0
3738,199203,316,170,55
3739,199204,330,155,0
3740,199205,270,154,35
3741,199206,292,-9999,45
3742,199207,-9999,131,0
3743,199208,-9999,76,0
3744,199209,282,146,0
3745,199210,264,158,0
3746,199211,224,139,0
3747,199212,-9999,163,0
3748,199301,-9999,160,0
3749,199302,-9999,151,0
3750,199303,282,155,0
3751,199304,-9999,140,465
3752,199305,332,138,0
3753,199306,345,120,0
3754,199307,-9999,-9999,400
3755,199308,-9999,123,0
3756,199310,-9999,124,0
3757,199311,-9999,-9999,0
3758,199312,-9999,181,0
3759,199401,-9999,197,0
3760,199402,290,146,0
3761,199403,-9999,-9999,35
3762,199404,320,-9999,100
3763,199405,-9999,-9999,195
3764,199406,-9999,139,65
3765,199407,280,-9999,400
3766,199408,267,-9999,0
3767,199409,-9999,-9999,0
3768,199410,-9999,155,0
3769,199411,271,143,0
3770,199412,282,-9999,0
3771,199501,-9999,154,0
3772,199502,-9999,146,0
3773,199503,-9999,128,0
3774,199504,320,144,5
3775,199505,327,144,0
3776,199506,-9999,136,0
3777,199507,251,-9999,0
3778,199508,252,-9999,550
3779,199509,-9999,-9999,0
3780,199510,330,-9999,0
3781,199511,-9999,136,0
3782,199512,-9999,155,0
3783,199601,-9999,156,0
3784,199602,256,110,0
3785,199603,299,141,0
3786,199604,-9999,90,0
3787,199605,-9999,-9999,3
3788,199606,283,153,4
3789,199607,-9999,-9999,6
3790,199608,-9999,-9999,0
3791,199609,-9999,72,0
3792,199610,-9999,130,0
3793,199611,290,-9999,0
3794,199612,-9999,-9999,0
3795,199701,254,146,0
3796,199702,-9999,-9999,0
3797,199703,-9999,-9999,0
3798,199704,-9999,-9999,0
3799,199705,-9999,-9999,14
3800,199706,-9999,117,0
3801,199707,273,-9999,148
3802,199708,-9999,99,0
3803,199709,275,-9999,0
3804,199710,-9999,-9999,0
3805,199711,277,-9999,-9999
3806,199712,-9999,-9999,-9999
3807,199801,257,-9999,-9999
3808,199802,274,147,-9999
3809,199803,324,-9999,0
3810,199804,372,168,-9999
3811,199805,381,-9999,-9999
3812,199806,337,117,-9999
3813,199807,319,-9999,-9999
3814,199909,-9999,90,310
3815,199910,-9999,102,-9999
3816,199911,-9999,133,-9999
3817,199912,-9999,169,-9999
3818,200001,-9999,188,0
3819,200002,265,166,0
3820,200003,-9999,155,-9999
3821,200004,-9999,-9999,-9999
3822,200005,293,-9999,-9999
3823,200006,283,-9999,-9999
3824,200007,294,-9999,-9999
3825,200008,292,-9999,0
3826,200009,285,98,-9999
3827,200010,289,-9999,0
3828,200011,283,-9999,-9999
3829,200012,-9999,147,-9999
3830,200101,270,159,-9999
3831,200102,-9999,149,0
3832,200103,-9999,163,43
3833,200104,335,135,155
3834,200105,312,155,0
3835,200106,304,110,-9999
3836,200107,-9999,-9999,-9999
3837,200108,277,129,0
3838,200109,-9999,-9999,-9999
3839,200110,-9999,-9999,0
3840,200111,265,157,0
3841,200112,261,104,-9999
3842,200201,273,161,-9999
3843,200202,280,-9999,254
3844,200203,304,165,109
3845,200204,332,-9999,38
3846,200205,342,-9999,0
3847,200206,294,108,58
3848,200207,-9999,107,-9999
3849,200208,306,96,0
3850,200209,299,124,0
3851,200210,-9999,130,0
3852,200211,-9999,161,-9999
3853,200212,277,194,0
3854,200301,-9999,148,0
3855,200302,302,-9999,0
3856,200303,377,154,0
3857,200304,-9999,138,201
3858,200305,-9999,-9999,0
3859,200306,298,-9999,0
3860,200307,-9999,99,135
3861,200308,294,-9999,3
3862,200309,-9999,130,-9999
3863,200310,-9999,146,0
3864,200311,287,-9999,0
3865,200312,-9999,-9999,0
3866,200401,-9999,154,0
3867,200402,-9999,-9999,53
3868,200403,-9999,137,0
3869,200404,-9999,-9999,0
3870,200405,322,-9999,18
3871,200406,-9999,117,20
3872,200407,-9999,-9999,0
3873,200408,-9999,-9999,13
3874,200409,-9999,-9999,0
3875,200410,-9999,-9999,-9999
3876,200411,-9999,-9999,0
3877,200412,-9999,137,0
3878,200501,301,-9999,0
3879,200502,-9999,-9999,0
3880,200503,-9999,-9999,0
3881,200504,-9999,-9999,142
3882,200505,345,-9999,-9999
3883,200506,-9999,-9999,84
3884,200507,-9999,-9999,0
3885,200508,-9999,129,0
3886,200509,-9999,-9999,0
3887,200510,-9999,-9999,0
3888,200511,308,-9999,0
3889,200512,-9999,175,0
3890,200601,-9999,-9999,0
3891,200602,-9999,-9999,-9999
3892,200603,-9999,-9999,196
3893,200604,-9999,-9999,5
3894,200605,-9999,-9999,155
3895,200606,-9999,144,84
3896,200607,-9999,-9999,0
3897,200608,-9999,-9999,0
3898,200609,-9999,-9999,0
3899,200610,307,-9999,0
3900,200611,277,-9999,0
3901,200701,-9999,-9999,0
3902,200702,-9999,-9999,0
3903,200703,-9999,-9999,0
3904,200704,-9999,-9999,0
3905,200705,-9999,-9999,48
3906,200706,-9999,133,239
3907,200707,-9999,145,8
3908,200708,-9999,-9999,0
3909,200709,-9999,-9999,0
3910,200710,305,-9999,-9999
3911,200711,-9999,-9999,0
3912,200712,-9999,-9999,0
3913,200801,-9999,-9999,0
3914,200802,-9999,-9999,-9999
3915,200803,316,-9999,0
3916,200804,-9999,-9999,0
3917,200806,-9999,176,0
3918,200807,-9999,-9999,10
3919,200808,-9999,-9999,10
3920,200809,-9999,-9999,20
3921,200810,-9999,-9999,0
3922,200901,-9999,110,0
3923,200902,-9999,-9999,0
3924,200903,-9999,-9999,0
3925,200904,-9999,-9999,0
3926,200905,-9999,-9999,5
3927,200907,-9999,-9999,0
3928,200908,-9999,-9999,13
3929,200909,-9999,-9999,51
3930,200910,-9999,-9999,0
3931,200911,-9999,-9999,79
3932,200912,-9999,-9999,3
3933,201001,-9999,-9999,0
3934,201002,-9999,-9999,-9999
3935,201003,-9999,-9999,0
3936,201004,-9999,-9999,0
3937,201005,-9999,-9999,0
3938,201006,-9999,-9999,0
3939,201007,-9999,-9999,0
3940,201008,290,-9999,160
3941,201010,-9999,-9999,0D
3942,201011,-9999,-9999,117
3943,201012,-9999,-9999,91
3944,201101,-9999,-9999,20
3945,201102,-9999,-9999,0D
3946,201103,-9999,-9999,-9999
3947,201104,-9999,173,-9999
3948,195504,330,-9999,-9999
3949,195505,310,-9999,-9999
3950,195506,270,-9999,0
3951,195507,210,-9999,0
3952,195508,270,-9999,61
3953,195509,250,-9999,127
3954,195510,270,-9999,51
3955,195511,240,160,170
3956,195512,250,160,-9999
3957,195601,220,150,-9999
3958,195602,260,140,-9999
3959,195603,290,140,-9999
3960,195604,310,150,0
3961,195605,300,130,0
3962,195606,250,110,0
3963,195607,250,120,0
3964,195608,260,70,272
3965,195609,240,130,10
3966,195610,240,150,0
3967,195612,260,160,0
3968,195701,270,160,0
3969,195702,280,150,-9999
3970,195703,270,160,0
3971,195704,320,150,0
3972,195705,240,150,0
3973,195706,310,150,0
3974,195707,280,120,0
3975,195708,280,120,0
3976,195710,280,130,0
3977,195711,290,130,-9999
3978,195712,240,170,208
3979,195801,210,140,51
3980,195802,260,170,0
3981,195803,300,150,0
3982,195804,320,160,0
3983,195805,310,160,0
3984,195806,270,150,0
3985,195807,260,120,0
3986,195808,250,80,23
3987,195809,260,120,0
3988,195810,270,150,28
3989,195811,250,180,-9999
3990,195812,260,130,-9999
3991,195901,260,170,-9999
3992,195902,260,160,-9999
3993,195903,290,150,0
3994,195904,310,160,0
